x,y,block,inside_target
37.25,-0.4375,0.0009418774665835245,False
37.375,-0.4375,0.00019582318977579737,False
37.5,-0.4375,-0.0006697283023373096,False
37.625,-0.4375,-0.001196561196800297,False
37.75,-0.4375,-0.001070374515408372,False
37.875,-0.4375,-0.0002759891279130093,False
38.0,-0.4375,0.0008893541737680581,False
38.125,-0.4375,0.0019484908340310298,False
38.25,-0.4375,0.0024588035491438435,False
38.375,-0.4375,0.002208865841041033,False
38.5,-0.4375,0.001308453761349171,False
38.625,-0.4375,0.00013423315249210758,False
38.75,-0.4375,-0.0008402083388639368,False
38.875,-0.4375,-0.0012504365706566874,False
39.0,-0.4375,-0.000990783358338806,False
39.125,-0.4375,-0.00024401049487811902,False
39.25,-0.4375,0.0006162262776500141,False
39.375,-0.4375,0.001200485650045245,False
39.5,-0.4375,0.0012746119913769295,False
39.625,-0.4375,0.000851199874534311,False
39.75,-0.4375,0.00016536142155302192,False
39.875,-0.4375,-0.00044771626375987084,False
40.0,-0.4375,-0.0007129308415442606,False
40.125,-0.4375,-0.000538891567039653,False
